Name,Platform,Year_of_Release,Type_of_Game,Publisher,NA_Sales,EU_Sales,JP_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Dead to Rights: Retribution,PS3,2010,Shooter,Namco Bandai Games,0.1,0.12,0.02,0.28,60,44,5.9,27,Volatile Games,Good
Alien: Isolation,X360,2014,Shooter,Sega,0.15,0.1,0,0.28,,,8.2,113,Creative Assembly,Good
Sniper Elite 3,PS3,2014,Shooter,505 Games,0.1,0.13,0,0.28,,,6.4,18,Rebellion,Good
Bionic Commando,X360,2009,Platform,Capcom,0.12,0.12,0.01,0.28,70,65,7.3,87,GRIN,Good
Monopoly Streets,X360,2010,Misc,Electronic Arts,0.16,0.09,0,0.28,66,18,6.6,16,Electronic Arts,Average
Trivial Pursuit,PS3,2009,Misc,Electronic Arts,0.12,0.11,0,0.28,66,13,7.1,7,EA Bright Light,Average
Madagascar,XB,2005,Platform,Activision,0.21,0.06,0,0.28,71,28,tbd,,Toys for Bob,Excelent
Angry Birds Star Wars,X360,2013,Strategy,Activision,0.16,0.1,0,0.28,59,3,5.6,25,Exient Entertainment,Average
Army of Two: The Devil's Cartel,PS3,2013,Shooter,Electronic Arts,0.11,0.11,0.01,0.28,58,27,6.7,100,Visceral Games,Good
Guitar Hero: Van Halen,PS3,2009,Misc,Activision,0.14,0.09,0,0.27,59,33,4.7,9,Neversoft Entertainment,Below Average
Trivial Pursuit,PS2,2009,Misc,Electronic Arts,0.09,0.01,0,0.27,,,tbd,,EA Bright Light,Average
Rock Revolution,X360,2008,Misc,Konami Digital Entertainment,0.25,0,0,0.27,38,28,5.1,17,"Zoe Mode, HB Studios Multimedia",Below Average
Guitar Hero Live,PS3,2015,Misc,Activision,0.11,0.12,0,0.27,,,5.1,22,"Activision, FreeStyleGames",Below Average
RollerCoaster Tycoon 3,PC,2004,Strategy,Atari,0.01,0.22,0,0.27,81,39,5,346,Frontier Developments,Average
BloodRayne 2,PS2,2004,Shooter,THQ,0.13,0.1,0,0.27,70,26,8.5,21,Terminal Reality,Good
The Club,X360,2008,Shooter,Sega,0.15,0.1,0,0.27,76,63,6.8,43,Bizarre Creations,Good
Wipeout 2,X360,2011,Misc,Activision,0.25,0,0,0.27,,,tbd,,Endemol,Excelent
R.U.S.E.,PC,2010,Strategy,Ubisoft,0.04,0.19,0,0.27,76,33,8.1,176,Eugen Systems,Below Average
Tropico 4,PC,2011,Strategy,Kalypso Media,0.1,0.13,0,0.27,78,46,7.7,359,Haemimont,Below Average
R.U.S.E.,X360,2010,Strategy,Ubisoft,0.12,0.11,0,0.27,78,45,7,38,Eugen Systems,Below Average
Duel Masters,PS2,2004,Strategy,Atari,0.13,0.1,0,0.27,66,20,8.3,6,High Voltage Software,Average
Call of Juarez: The Cartel,X360,2011,Shooter,Ubisoft,0.14,0.1,0,0.27,47,62,5.7,109,Techland,Good
Section 8,X360,2009,Shooter,SouthPeak Games,0.15,0.09,0,0.27,69,49,7.3,59,TimeGate Studios,Below Average
Plants vs. Zombies,X360,2010,Strategy,PopCap Games,0.24,0,0,0.26,89,27,8.2,160,PopCap,Excelent
Petz: Horsez 2,PS2,2007,Simulation,Ubisoft,0.13,0.1,0,0.26,,,tbd,,Ubisoft,Average
NPPL: Championship Paintball 2009,PS2,2008,Shooter,Activision Value,0.13,0.1,0,0.26,,,8.3,11,FUN Labs,Excelent
Tearaway Unfolded,PS4,2015,Platform,Sony Computer Entertainment,0.09,0.13,0,0.26,81,70,8.1,188,Media Molecule,Average
Battlestations: Midway,X360,2007,Strategy,Eidos Interactive,0.21,0.02,0,0.26,73,55,7.1,40,Eidos Interactive,Below Average
Armored Core: Nexus,PS2,2004,Simulation,Indie Games,0.06,0.05,0.14,0.26,73,19,8.7,7,From Software,Below Average
Battleborn,PS4,2016,Shooter,Take-Two Interactive,0.12,0.08,0.02,0.26,68,55,6.8,402,Gearbox Software,Below Average
Army of Two: The Devil's Cartel,X360,2013,Shooter,Electronic Arts,0.16,0.07,0,0.26,54,55,6.2,195,Visceral Games,Good
Puppeteer,PS3,2013,Platform,Sony Computer Entertainment Europe,0.11,0.08,0.02,0.26,80,75,8.5,236,SCE Japan Studio,Excelent
Legendary,X360,2008,Shooter,Atari,0.08,0.15,0,0.26,47,39,7.1,87,Spark Unlimited,Good
Zoo Tycoon 2: Ultimate Collection,PC,2008,Strategy,Microsoft Game Studios,0.04,0.18,0,0.26,,,8.4,14,Blue Fang Games,Average
World Series of Poker,XB,2005,Misc,Activision,0.19,0.05,0,0.25,52,14,tbd,,Activision Value,Excelent
Silent Hunter 5: Battle of the Atlantic,PC,2010,Simulation,Ubisoft,0,0.21,0,0.25,62,26,3.5,104,Ubisoft Romania,Below Average
Just Dance 2015,PS3,2014,Misc,Ubisoft,0.13,0.08,0,0.25,,,6.8,4,Ubisoft,Excelent
PlayStation VR Worlds,PS4,2016,Misc,Sony Computer Entertainment,0.06,0.14,0.02,0.25,59,48,7.1,73,Sony Interactive Entertainment,Good
Men of Valor,XB,2004,Shooter,Vivendi Games,0.19,0.05,0,0.25,73,47,8,8,2015,Good
Disney Sing It: Pop Hits,PS3,2009,Misc,Disney Interactive Studios,0.17,0.05,0,0.25,,,tbd,,Zoe Mode,Average
Anno 2205,PC,2015,Strategy,Ubisoft,0.02,0.22,0,0.25,72,45,5.9,278,Blue Byte,Excelent
Atari Anthology,XB,2004,Misc,Atari,0.19,0.05,0,0.25,68,15,tbd,,Digital Eclipse,Average
Hatsune Miku: Project Diva F 2nd,PS3,2014,Misc,Sega,0.09,0.03,0.1,0.25,78,15,8.6,49,Sega,Below Average
The Sims 2,XB,2005,Simulation,Electronic Arts,0.19,0.05,0,0.25,75,31,7.1,8,Maxis,Below Average
The Bureau: XCOM Declassified,PS3,2013,Shooter,Take-Two Interactive,0.08,0.13,0,0.25,69,22,6.7,79,2K Marin,Good
America's Army: Rise of a Soldier,XB,2005,Shooter,Ubisoft,0.19,0.05,0,0.25,70,19,7.4,21,Secret Level,Below Average
Armored Core 4,X360,2007,Simulation,505 Games,0.19,0.01,0.03,0.25,65,31,7.2,31,From Software,Below Average
The Chronicles of Riddick: Assault on Dark Athena,PS3,2009,Shooter,Vivendi Games,0.12,0.09,0,0.25,80,45,7.7,40,Starbreeze,Good
TV Superstars,PS3,2010,Misc,Sony Computer Entertainment,0.07,0.12,0,0.25,56,17,4.9,8,SCE Studio Cambridge,Average
Sid Meier's Civilization VI,PC,2016,Strategy,Take-Two Interactive,0.09,0.13,0,0.25,88,81,7.3,684,Firaxis Games,Excelent
Far Cry Instincts Predator,X360,2006,Shooter,Ubisoft,0.2,0.03,0,0.24,78,46,6.2,80,Ubisoft Montreal,Good
Ben 10 Ultimate Alien: Cosmic Destruction,PS3,2010,Platform,D3Publisher,0.12,0.08,0,0.24,,,8.6,5,Papaya Studios,Excelent
Hasbro Family Game Night 3,PS3,2010,Misc,Electronic Arts,0.18,0.04,0,0.24,,,tbd,,Electronic Arts,Average
TimeSplitters: Future Perfect,PS2,2005,Shooter,Electronic Arts,0.12,0.09,0,0.24,84,39,9.1,117,Free Radical Design,Good
Turning Point: Fall of Liberty,PS3,2008,Shooter,Codemasters,0.21,0.01,0,0.24,42,28,5.5,33,Spark Unlimited,Below Average
Homefront,PC,2011,Shooter,THQ,0.11,0.1,0,0.24,70,36,5.5,531,Digital Extremes,Good
Super Monkey Ball Deluxe,PS2,2005,Misc,Sega,0.12,0.09,0,0.24,78,25,7.7,13,Sega,Average
Total War: Attila,PC,2015,Strategy,Sega,0.09,0.13,0,0.24,80,66,7.3,520,Creative Assembly,Below Average
Just Dance Kids 2,PS3,2011,Misc,Ubisoft,0.1,0.1,0,0.24,,,tbd,,Ubisoft,Average
AC/DC LIVE: Rock Band Track Pack,PS3,2008,Misc,MTV Games,0.21,0.01,0,0.24,60,12,5.3,14,Harmonix Music Systems,Below Average
Metro 2033,PC,2010,Shooter,THQ,0,0.19,0,0.24,81,40,8.1,1472,4A Games,Good
Destiny: The Collection,PS4,2016,Shooter,Activision,0.05,0.15,0,0.24,,,8.1,9,Bungie,Below Average
Dance Dance Revolution: Disney Channel Edition,PS2,2008,Simulation,Konami Digital Entertainment,0.12,0.09,0,0.24,61,9,tbd,,Keen Games,Average
Dreamcast Collection,X360,2011,Misc,Sega,0.16,0.06,0,0.24,53,31,5.2,10,Sega,Below Average
Pictionary: Ultimate Edition,X360,2011,Misc,THQ,0.16,0.05,0,0.24,53,4,tbd,,Page 44 Studios,Average
Angry Birds,PC,2011,Puzzle,Focus Home Interactive,0,0.18,0,0.24,,,7.3,19,"Rovio Mobile, Rovio Entertainment",Average
Pictionary: Ultimate Edition,PS3,2011,Misc,THQ,0.15,0.06,0,0.24,62,4,tbd,,Page 44 Studios,Average
Birds of Steel,PS3,2012,Simulation,Konami Digital Entertainment,0.1,0.08,0.02,0.23,73,27,8.4,18,Gaijin Entertainment,Below Average
Karaoke Revolution Volume 2,PS2,2004,Misc,Konami Digital Entertainment,0.11,0.09,0,0.23,76,26,7,4,Harmonix Music Systems,Average
Viva Pinata: Party Animals,X360,2007,Misc,Microsoft Game Studios,0.19,0.02,0,0.23,56,42,6.2,18,Krome Studios,Average
Rock Band Country Track Pack,X360,2009,Misc,MTV Games,0.22,0,0,0.23,66,4,tbd,,Harmonix Music Systems,Excelent
The Club,PS3,2008,Shooter,Sega,0.14,0.07,0,0.23,72,42,6.5,15,Bizarre Creations,Good
XCOM 2,PC,2016,Strategy,Take-Two Interactive,0.09,0.12,0,0.23,88,104,7.1,1221,Firaxis Games,Below Average
World Series of Poker 2008: Battle for the Bracelets,PS2,2007,Misc,Activision,0.11,0.09,0,0.23,,,tbd,,Left Field Productions,Below Average
Carnival Island,PS3,2011,Misc,Sony Computer Entertainment,0.13,0.06,0,0.23,66,25,5.2,5,Magic Pixel Games,Average
Tom Clancy's Rainbow Six: Siege,PC,2015,Shooter,Ubisoft,0.13,0.08,0,0.23,79,37,6.9,734,Ubisoft Montreal,Good
AC/DC LIVE: Rock Band Track Pack,X360,2008,Misc,MTV Games,0.21,0,0,0.23,63,16,4.9,10,Harmonix Music Systems,Below Average
Spec Ops: The Line,PC,2012,Shooter,Take-Two Interactive,0.11,0.09,0,0.23,76,16,8.2,1237,Yager,Good
Guitar Hero Live,X360,2015,Misc,Activision,0.13,0.08,0,0.23,,,5.5,19,Activision,Below Average
Conflict: Vietnam,XB,2004,Shooter,SCi,0.17,0.05,0,0.22,60,40,7.3,9,Pivotal Games,Good
Time Crisis: Crisis Zone,PS2,2004,Shooter,Namco Bandai Games,0.11,0.09,0,0.22,66,38,tbd,,Namco,Below Average
Ben 10 Ultimate Alien: Cosmic Destruction,PS2,2010,Platform,D3Publisher,0.13,0.06,0,0.22,,,tbd,,Papaya Studios,Excelent
The Sims 4: Get Together,PC,2015,Simulation,Electronic Arts,0.05,0.15,0,0.22,72,16,7.3,117,Maxis,Below Average
Child of Eden,PS3,2011,Shooter,Ubisoft,0.09,0.1,0,0.22,81,21,7.8,25,Q Entertainment,Excelent
Shellshock: Nam '67,XB,2004,Shooter,Eidos Interactive,0.16,0.05,0,0.22,58,37,7,14,Guerrilla,Good
Pinball Hall of Fame: The Williams Collection,PS3,2009,Misc,Crave Entertainment,0.2,0,0,0.22,82,16,7.9,8,Farsight Studios,Excelent
Guitar Hero: Smash Hits,PS2,2009,Misc,Activision,0.11,0.01,0,0.22,69,6,8.3,6,Beenox,Below Average
Tropico 3,X360,2009,Strategy,Kalypso Media,0.15,0.02,0.03,0.22,75,33,6.6,22,Haemimont,Below Average
Full Auto,X360,2006,Shooter,Sega,0.19,0.01,0,0.22,70,63,7.8,36,Pseudo Interactive,Below Average
Over G Fighters,X360,2006,Simulation,Ubisoft,0.19,0.01,0,0.21,49,36,6,49,Taito Corporation,Below Average
Angry Birds Star Wars,PS4,2013,Strategy,Activision,0.1,0.08,0,0.21,47,5,2,87,Exient Entertainment,Average
Armored Core V,X360,2012,Simulation,Namco Bandai Games,0.13,0.03,0.04,0.21,68,37,7.2,37,From Software,Below Average
The Bureau: XCOM Declassified,X360,2013,Shooter,Take-Two Interactive,0.1,0.1,0,0.21,68,30,6.7,118,2K Marin,Good
Star Wars: Battlefront,PC,2004,Shooter,LucasArts,0.07,0.13,0,0.21,72,19,3.5,1509,EA DICE,Below Average
World Poker Tour,PS2,2005,Misc,Take-Two Interactive,0.1,0.08,0,0.21,60,17,8.6,5,Coresoft,Below Average
Neo Contra,PS2,2004,Shooter,Konami Digital Entertainment,0.1,0.08,0,0.21,65,37,7.1,8,KCET,Good
Pac-Man World 3,PS2,2005,Platform,Namco Bandai Games,0.1,0.08,0,0.21,63,22,5.2,13,Blitz Games,Average
50 Cent: Blood on the Sand,X360,2009,Shooter,THQ,0.12,0.07,0,0.21,71,54,6.4,64,Swordfish Studios,Good
Darkwatch,XB,2005,Shooter,Ubisoft,0.16,0.05,0,0.21,75,43,8.1,21,High Moon Studios,Good
Rayman Raving Rabbids,X360,2007,Misc,Ubisoft,0.18,0.01,0,0.21,67,16,7.3,19,Ubisoft Montpellier,Average
Unreal II: The Awakening,XB,2004,Shooter,Atari,0.17,0.04,0,0.21,64,27,5.3,20,Tantalus Interactive,Good
de Blob 2,PS3,2011,Platform,THQ,0.11,0.07,0,0.21,74,50,7.1,34,Blue Tongue Entertainment,Excelent
Greg Hastings Paintball 2,X360,2010,Shooter,Majesco Entertainment,0.19,0,0,0.21,,,8.3,7,Super X Studios,Excelent
Defiance,PC,2013,Shooter,Trion Worlds,0.14,0.04,0,0.21,64,40,6.5,661,Trion Worlds,Good
You Don't Know Jack,X360,2011,Misc,THQ,0.19,0,0,0.21,82,23,7.9,29,"Jellyvision, Iron Galaxy Studios",Below Average
Dead to Rights: Retribution,X360,2010,Shooter,Namco Bandai Games,0.11,0.08,0,0.21,61,64,7,34,Volatile Games,Good
Lost Planet 3,PS3,2013,Shooter,Capcom,0.07,0.05,0.06,0.21,61,30,5.5,102,Spark Unlimited,Below Average
Mobile Suit Gundam: Crossfire,PS3,2006,Simulation,Namco Bandai Games,0.06,0,0.14,0.2,33,31,5.1,47,Bec,Below Average
Suikoden Tactics,PS2,2005,Strategy,Konami Digital Entertainment,0.06,0.05,0.07,0.2,68,31,8.6,17,Konami,Below Average
Sniper: Ghost Warrior 2,X360,2013,Shooter,City Interactive,0.06,0.12,0,0.2,52,33,5.7,110,City Interactive,Good
The Bible Game,PS2,2005,Misc,Crave Entertainment,0.1,0.08,0,0.2,,,5.4,22,Crave,Average
"Warhammer 40,000: Space Marine",PC,2011,Shooter,THQ,0.09,0.09,0,0.2,74,34,7.4,596,Relic,Good
Pitfall: The Lost Expedition,PS2,2004,Platform,Activision,0.1,0.08,0,0.2,70,34,8.9,12,Edge of Reality,Average
Jillian Michaels' Fitness Adventure,X360,2011,Misc,505 Games,0.17,0.02,0,0.2,,,tbd,,"MicroProse, n-Space",Average
Dead to Rights II,PS2,2005,Shooter,Electronic Arts,0.1,0.08,0,0.2,51,32,5.3,7,WideScreen Games,Good
DarkStar One: Broken Alliance,X360,2010,Simulation,Kalypso Media,0.11,0.07,0,0.2,63,33,7.2,19,Gaming Minds Studios,Below Average
Rock Band Track Pack: Classic Rock,PS2,2009,Misc,MTV Games,0.1,0.08,0,0.2,,,tbd,,Harmonix Music Systems,Below Average
Body and Brain Connection,X360,2010,Misc,Namco Bandai Games,0.1,0.08,0,0.2,57,33,4.8,4,Namco Bandai Games,Average
Clive Barker's Jericho,PS3,2007,Shooter,Codemasters,0.17,0.01,0,0.2,60,34,7.1,52,"Mercury Steam, Alchemic Productions",Good
Front Mission Evolved,X360,2010,Shooter,Square Enix,0.1,0.07,0.02,0.2,58,52,6.1,24,Double Helix Games,Below Average
Apache: Air Assault,PS3,2010,Simulation,Activision,0.11,0.06,0,0.2,66,17,6.1,12,Gaijin Entertainment,Below Average
Zone of the Enders HD Collection,X360,2012,Simulation,Konami Digital Entertainment,0.14,0.03,0.01,0.2,75,21,8.8,20,High Voltage Software,Good
Earth Defense Force: Insect Armageddon,PS3,2011,Shooter,D3Publisher,0.06,0.04,0.08,0.2,63,28,7,24,Vicious Cycle,Below Average
Taiko Drum Master,PS2,2004,Misc,Namco Bandai Games,0.1,0.08,0,0.2,77,35,8.1,8,Namco,Average
Soldier of Fortune: Payback,X360,2007,Shooter,Activision,0.18,0,0,0.2,50,35,5.6,20,Cauldron Ltd.,Good
Playboy: The Mansion,PS2,2005,Simulation,Ubisoft,0.1,0.08,0,0.2,59,33,7.5,18,Cyberlore Studios,Good
Plants vs. Zombies,PS3,2011,Strategy,PopCap Games,0.18,0,0,0.2,85,8,7.9,60,PopCap,Excelent
Armored Core 4,PS3,2006,Simulation,505 Games,0.09,0,0.09,0.2,65,36,6.8,25,From Software,Below Average
Sniper Elite,PS2,2005,Shooter,Ubisoft,0.1,0.07,0,0.19,76,21,8.9,36,Rebellion,Good
Aliens vs Predator,PC,2010,Shooter,Sega,0,0.17,0,0.19,68,35,7.4,985,Rebellion,Good
Rock Band Country Track Pack,PS3,2009,Misc,MTV Games,0.18,0,0,0.19,,,tbd,,Harmonix Music Systems,Excelent
DanceMasters,X360,2010,Misc,Konami Digital Entertainment,0.15,0.02,0.02,0.19,63,30,5.9,7,GCP1,Excelent
Just Dance 2016,PS3,2015,Misc,Ubisoft,0.1,0.06,0,0.19,,,4.2,6,Ubisoft,Excelent
Conflict: Denied Ops,X360,2008,Shooter,Eidos Interactive,0.08,0.09,0,0.19,52,35,4.9,22,Pivotal Games,Good
Trivial Pursuit unhinged,PS2,2004,Misc,Atari,0.09,0.07,0,0.19,51,11,tbd,,Artech Studios,Below Average
Shrek: Forever After,PS3,2010,Platform,Activision,0.16,0.02,0,0.19,57,11,4.5,6,Xpec,Excelent
Supreme Commander 2,PC,2010,Strategy,Square Enix,0,0.15,0,0.19,77,54,6.2,803,Gas Powered Games,Excelent
Quantum Theory,PS3,2010,Shooter,Tecmo Koei,0.05,0.09,0.02,0.19,43,34,5.3,21,Tecmo,Good
SNK Arcade Classics Vol. 1,PS2,2008,Misc,Ignition Entertainment,0.09,0.07,0,0.19,69,16,tbd,,SNK Playmore,Below Average
Conflict: Global Terror,PS2,2005,Shooter,Eidos Interactive,0.09,0.07,0,0.19,62,15,8.5,10,Pivotal Games,Good
Boogie,PS2,2007,Misc,Electronic Arts,0.09,0.07,0,0.19,52,12,tbd,,"Pipeworks Software, Inc.",Excelent
50 Cent: Blood on the Sand,PS3,2009,Shooter,THQ,0.1,0.06,0.01,0.19,72,37,7.2,57,Swordfish Studios,Good
Evolve,PC,2015,Shooter,Take-Two Interactive,0.08,0.1,0,0.19,77,39,4.3,969,Turtle Rock Studios,Good
Armored Core: For Answer,PS3,2008,Simulation,Ubisoft,0.06,0.02,0.1,0.19,62,22,7.6,31,From Software,Below Average
Rock Band Track Pack Volume 2,X360,2008,Misc,MTV Games,0.17,0.01,0,0.19,,,tbd,,Harmonix Music Systems,Below Average
Jurassic: The Hunted,PS3,2009,Shooter,Activision,0.17,0,0,0.19,,,4.5,4,Activision,Below Average
DanceDanceRevolution,PS3,2010,Simulation,Konami Digital Entertainment,0.12,0.05,0,0.19,60,5,tbd,,Konami,Excelent
Conflict: Denied Ops,PS3,2008,Shooter,Eidos Interactive,0.05,0.1,0,0.19,51,28,3.1,25,Pivotal Games,Good
Air Conflicts: Secret Wars,PS3,2011,Simulation,bitComposer Games,0.1,0.06,0,0.19,51,8,tbd,,Games Farm,Below Average
Earth Defense Force: Insect Armageddon,X360,2011,Shooter,D3Publisher,0.1,0.04,0.03,0.19,68,40,8.2,45,Vicious Cycle,Below Average
Harvest Moon: A Wonderful Life Special Edition,PS2,2004,Simulation,505 Games,0.09,0.07,0,0.18,,,8.9,54,Marvelous,Average
Close Combat: First to Fight,XB,2005,Shooter,Take-Two Interactive,0.14,0.04,0,0.18,69,46,7.8,10,Destineer,Below Average
Heavy Fire: Afghanistan,PS3,2011,Shooter,Unknown,0.17,0,0,0.18,39,5,3.3,16,Teyon,Below Average
NARC,XB,2005,Shooter,Midway Games,0.14,0.04,0,0.18,51,27,2.8,6,Point of View,Good
Call of Duty: World at War,PC,2008,Shooter,Activision,0.02,0.14,0,0.18,83,36,7.5,721,Treyarch,Good
Vietcong: Purple Haze,PS2,2004,Shooter,Gathering of Developers,0.09,0.07,0,0.18,48,11,4.3,6,Coyote Developments,Good
Syndicate,X360,2012,Shooter,Electronic Arts,0.1,0.06,0,0.18,74,65,7.1,174,Starbreeze,Good
Call of Juarez,X360,2007,Shooter,Ubisoft,0.14,0.02,0,0.18,71,37,6.9,46,Techland,Good
Bad Boys: Miami Takedown,XB,2004,Shooter,Empire Interactive,0.14,0.04,0,0.18,35,20,5.9,9,Blitz Games,Good
Shadow The Hedgehog,XB,2005,Platform,Sega,0.13,0.04,0,0.18,49,24,5.5,36,Sega,Excelent
Ben 10 Ultimate Alien: Cosmic Destruction,X360,2010,Platform,D3Publisher,0.1,0.06,0,0.18,51,5,5.3,4,Papaya Studios,Excelent
Aliens: Colonial Marines,PC,2013,Shooter,Sega,0.1,0.06,0,0.18,45,40,3.5,1156,Gearbox Software,Good
Borderlands,PC,2009,Shooter,Take-Two Interactive,0.01,0.14,0,0.18,81,37,7.8,1363,Gearbox Software,Good
Brink,PC,2011,Shooter,Bethesda Softworks,0.06,0.09,0,0.18,70,38,6,547,Splash Damage,Below Average
Lips: Party Classics,X360,2010,Misc,Microsoft Game Studios,0.05,0.11,0,0.18,69,10,tbd,,iNiS,Below Average
You Don't Know Jack,PS3,2011,Misc,THQ,0.16,0,0,0.18,82,11,7.3,18,"Jellyvision, Iron Galaxy Studios",Below Average
Armored Core: Last Raven,PS2,2005,Simulation,505 Games,0.05,0.04,0.08,0.18,59,16,8.9,14,From Software,Below Average
Namco Museum: 50th Anniversary,XB,2005,Misc,Namco Bandai Games,0.13,0.04,0,0.18,62,23,tbd,,Backbone Vancouver,Excelent
Velvet Assassin,X360,2009,Shooter,DTP Entertainment,0.14,0.02,0.01,0.18,56,46,7.1,55,"Replay Studios, ML Enterprises",Good
MindJack,PS3,2011,Shooter,Square Enix,0.07,0.07,0,0.18,44,31,1.7,46,FeelPlus,Good
Stormrise,PS3,2009,Strategy,Sega,0.13,0.02,0,0.17,51,28,5.3,20,Creative Assembly,Good
Psi-Ops: The Mindgate Conspiracy,XB,2004,Shooter,Midway Games,0.13,0.04,0,0.17,84,55,7.9,18,Midway,Good
Tom Clancy's Ghost Recon: Future Soldier,PC,2012,Shooter,Ubisoft,0.05,0.1,0,0.17,71,13,4.9,368,Ubisoft Paris,Good
PlayStation Move Heroes,PS3,2011,Platform,Sony Computer Entertainment,0.08,0.06,0,0.17,53,39,6.1,16,Nihilistic,Excelent
Age of Empires III: Complete Collection,PC,2009,Strategy,Microsoft Game Studios,0.01,0.12,0,0.17,,,8.5,41,Microsoft Game Studios,Below Average
Star Wars: Battlefront II,PC,2005,Shooter,LucasArts,0.02,0.13,0,0.17,78,23,8.8,431,Pandemic Studios,Below Average
Terminator 3: The Redemption,PS2,2004,Shooter,Atari,0.08,0.06,0,0.17,68,29,8,11,Paradigm Entertainment,Below Average
Fuzion Frenzy 2,X360,2007,Misc,Microsoft Game Studios,0.14,0.01,0,0.17,49,47,5.2,31,Hudson Soft,Excelent
Disney Sing It: Family Hits,PS3,2010,Misc,Disney Interactive Studios,0.11,0.03,0,0.17,72,4,tbd,,Disney Interactive Studios,Average
25 to Life,XB,2006,Shooter,Eidos Interactive,0.12,0.04,0,0.17,41,20,7.2,13,"Ritual Entertainment, Avalanche Software",Good
Naval Assault: The Killing Tide,X360,2010,Simulation,505 Games,0.08,0.07,0,0.17,40,11,4.2,5,Artech Studios,Below Average
Sega Superstars,PS2,2004,Misc,Sega,0.08,0.06,0,0.17,72,28,7,5,Sonic Team,Below Average
Sid Meier's Civilization IV,PC,2005,Strategy,Take-Two Interactive,0.02,0.12,0,0.16,94,50,8.3,909,Firaxis Games,Excelent
Stronghold 3,PC,2011,Strategy,N/A,0.06,0.1,0,0.16,47,29,3,350,FireFly Studios,Below Average
Dancing With The Stars,PS2,2007,Misc,Activision,0.08,0.06,0,0.16,,,tbd,,Zoe Mode,Excelent
Apache: Air Assault,X360,2010,Simulation,Activision,0.12,0.03,0,0.16,70,26,6.4,31,Gaijin Entertainment,Below Average
NPPL: Championship Paintball 2009,PS3,2008,Shooter,Activision Value,0.15,0,0,0.16,45,9,7.4,10,FUN Labs,Excelent
TimeSplitters: Future Perfect,XB,2005,Shooter,Electronic Arts,0.12,0.03,0,0.16,83,54,8.9,35,Free Radical Design,Good
Midway Arcade Treasures 3,PS2,2005,Misc,Midway Games,0.08,0.06,0,0.16,67,23,tbd,,Digital Eclipse,Average
Thrillville: Off the Rails,X360,2007,Strategy,LucasArts,0.13,0.02,0,0.16,73,24,2.8,34,Frontier Developments,Excelent
Fracture,PS3,2008,Shooter,LucasArts,0.11,0.04,0,0.16,62,40,5.8,18,Day 1 Studios,Below Average
Grease Dance,X360,2011,Misc,505 Games,0.11,0.03,0,0.16,,,tbd,,505 Games,Below Average
TimeShift,PS3,2007,Shooter,Vivendi Games,0.14,0,0,0.16,70,16,6.3,27,Saber Interactive,Good
Just Dance: Disney Party,X360,2012,Misc,Ubisoft,0.13,0.02,0,0.16,,,tbd,,"Disney Interactive Studios, Land Ho!",Average
The Sims 3: Seasons,PC,2012,Simulation,Electronic Arts,0,0.13,0,0.16,73,12,7.5,48,The Sims Studio,Below Average
Heroes over Europe,PS3,2009,Simulation,Ubisoft,0.12,0.02,0,0.16,62,34,7,16,"Atari, Transmission Games, Atari SA",Below Average
Bulletstorm,PC,2011,Shooter,Electronic Arts,0.07,0.07,0,0.16,82,34,7.7,768,"Epic Games, People Can Fly",Good
Putty Squad,PS4,2013,Platform,System 3,0.06,0.07,0,0.16,38,8,2.9,52,System 3,Excelent
Trigger Man,PS2,2004,Shooter,Play It,0.08,0.06,0,0.16,32,4,4.8,16,Point of View,Below Average
AC/DC LIVE: Rock Band Track Pack,PS2,2008,Misc,MTV Games,0.08,0.06,0,0.16,,,tbd,,Harmonix Music Systems,Below Average
Sniper: Ghost Warrior,PC,2010,Shooter,City Interactive,0,0.13,0,0.16,55,23,5.5,267,City Interactive,Good
F.E.A.R. 3,PC,2011,Shooter,Warner Bros. Interactive Entertainment,0.04,0.08,0,0.15,74,34,5.9,420,Day 1 Studios,Good
Stormrise,X360,2009,Strategy,Sega,0.11,0.03,0,0.15,48,36,6.8,17,Creative Assembly,Good
Kingdom Under Fire: Heroes,XB,2005,Strategy,Deep Silver,0.11,0.03,0,0.15,78,55,7.5,23,Phantagram,Good
Birds of Steel,X360,2012,Simulation,Konami Digital Entertainment,0.11,0.03,0,0.15,77,18,8.9,18,Gaijin Entertainment,Below Average
Get On Da Mic,PS2,2004,Misc,Eidos Interactive,0.07,0.06,0,0.15,49,29,6.3,7,Artificial Mind and Movement,Below Average
Project Sylpheed: Arc of Deception,X360,2006,Shooter,Microsoft Game Studios,0.12,0.01,0.02,0.15,64,45,8.6,24,"Game Arts, Seta Corporation",Below Average
de Blob 2,X360,2011,Platform,THQ,0.1,0.04,0,0.15,77,54,7.5,23,Blue Tongue Entertainment,Excelent
Shadow Ops: Red Mercury,XB,2004,Shooter,Atari,0.11,0.03,0,0.15,61,45,6.1,14,Zombie,Below Average
Rock Band: Metal Track Pack,X360,2009,Misc,MTV Games,0.14,0,0,0.15,,,tbd,,Harmonix Music Systems,Below Average
BloodRayne 2,XB,2004,Shooter,THQ,0.11,0.03,0,0.15,71,35,8.5,4,Terminal Reality,Good
Armored Core: For Answer,X360,2008,Simulation,Ubisoft,0.06,0.01,0.07,0.15,64,22,7.7,38,From Software,Below Average
